"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854db""}",Tweet_id:1234667803061321728,"created_at:""Tue Mar 03 02:31:57 +0000 2020""","rawtext:""@HarleyDavid66 @trustnoaloof @JordanSchachtel @esaagar #WaterIsLife but liberals aren__ the ones who__e been crying", that would be the #ManBaby in the WH who was handed everything, including millions in violation of gaming laws," from his daddy and feels he should be able to disappear anyone/thing that doesn__ pleasure him.#sad__""","text:""WaterIsLife but liberals are not the ones who have been crying", that would be the ManBaby in the WH who was handed everything, including millions in violation of gaming laws," from his daddy and feels he should be able to disappear anyone/thing that does not pleasure him.sad""}",,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854de""}",Tweet_id:1234667929167220737,"created_at:""Tue Mar 03 02:32:27 +0000 2020""","rawtext:""They actually pull it off! Knicks hold on vs Rockets. #amazing""","text:""They actually pull it off! Knicks hold on vs Rockets. ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854df""}",Tweet_id:1234668168825561090,"created_at:""Tue Mar 03 02:33:25 +0000 2020""","rawtext:""@ewarren You should drop out"," please. Give a progressive a shot. #Sad""","text:""You should drop out"," please. Give a progressive a shot. ""}",,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854e0""}",Tweet_id:1234668293203476480,"created_at:""Tue Mar 03 02:33:54 +0000 2020""","rawtext:""#amazing talent so cool!!""","text:""amazing talent so cool!!""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854e1""}",Tweet_id:1234668315924193280,"created_at:""Tue Mar 03 02:34:00 +0000 2020""","rawtext:""Check out Amazing Skull Carved on Deer Antler Bali Indonesia\n#ebay #carving #moonface #sunmoon #art #handcarved #bali #indonesia #amazing #bone #deerantler #deer #macho #skull\n\nhttps://t.co/zTbwzVMFBa via @eBay""","text:""Check out Amazing Skull Carved on Deer Antler Bali Indonesia ebay carving moonface sunmoon art handcarved bali indonesia amazing bone deerantler deer macho skull via""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854dd""}",Tweet_id:1234667825970593800,"created_at:""Tue Mar 03 02:32:03 +0000 2020""","rawtext:""How Norman Baker drove around in circles thinking about all the memories @MrsCarterLit @mrsdutro #dutrolit10 #speakingofcourage #sad https://t.co/hUZVGGLQS8""","text:""How Norman Baker drove around in circles thinking about all the memories ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854e5""}",Tweet_id:1234668867034611718,"created_at:""Tue Mar 03 02:36:11 +0000 2020""","rawtext:""Miss @DeeWilliamsXXX in #hot Action ______ #amazing #bigboobs #bbc #hotgirl https://t.co/qxm7Ma48gs""","text:""Miss in hot Action ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854e7""}",Tweet_id:1234669116792832001,"created_at:""Tue Mar 03 02:37:11 +0000 2020""","rawtext:""WOW"," imagine being #POTUS and being this #insecure #sad #Pathetic and without any real achievements to praise.""","text:""WOW"," imagine being POTUS and being this insecure sad Pathetic and without any real achievements to praise.""}",,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854e6""}",Tweet_id:1234669045053415424,"created_at:""Tue Mar 03 02:36:54 +0000 2020""","rawtext:""What?? Ocean Acres students raised $27","278.00 for the Kids Heart Challenge!!!! Way to go!  #amazing #generous GO DOLPHINS! https://t.co/CRVdExKnSV""","text:""What?? Ocean Acres students raised $27","278.00 for the Kids Heart Challenge!! Way to go! amazing generous GO DOLPHINS!""}",,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854ea""}",Tweet_id:1234669592296841216,"created_at:""Tue Mar 03 02:39:04 +0000 2020""","rawtext:""Cute Style Photo Frame #amazing #instamood https://t.co/QaOKC9PWir https://t.co/ra9ioqbmbh""","text:""Cute Style Photo Frame ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854e9""}",Tweet_id:1234669519043383299,"created_at:""Tue Mar 03 02:38:47 +0000 2020""","rawtext:""If you #love #hot and #spicy foods.  #Grow the Scorpion Pepper for something truly #amazing this year in the #garden.\n\nhttps://t.co/jM0H7jRIvl https://t.co/WNPqBNT19o""","text:""If you love hot and spicy foods. Grow the Scorpion Pepper for something truly amazing this year in the ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854ee""}",Tweet_id:1234670451487494145,"created_at:""Tue Mar 03 02:42:29 +0000 2020""","rawtext:""6 days ago was the last time my girl used this app #feelin like a little bitch #sad af doe""","text:""6 days ago was the last time my girl used this app feelin like a little bitch sad af doe""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854ec""}",Tweet_id:1234669868319772673,"created_at:""Tue Mar 03 02:40:10 +0000 2020""","rawtext:""BUZZZWORD is 1.5 CRORES by #LegalExtortion #FakeCases What a BIG Industry #498A law running #Amazing\nWaitNWatch this black law will hit this law maker one Day \n1.5 Crore \nShukr hai Taj Mahal nahi manga \nHa Ha Ha @iamarunjain @DovariNaresh @ashya_yadav @Ranjit8902371 @wisehussein""","text:""BUZZWORD is 1.5 CRORES by LegalExtortion FakeCases What a BIG Industry 498A law running Amazing WaitNWatch this black law will hit this law maker one Day 1.5 Crore Shukr hai Taj Mahal nahi manga Ha Ha Ha""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854ef""}",Tweet_id:1234670812138856449,"created_at:""Tue Mar 03 02:43:55 +0000 2020""","rawtext:""@mkrwrt you used to be my favourite OBP god but now you__e hitting .300 #sad""","text:""you used to be my favourite OBP god but now you are hitting .300 ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854f0""}",Tweet_id:1234671678497509376,"created_at:""Tue Mar 03 02:47:21 +0000 2020""","rawtext:""Damnn i really thought these boots would be worth it haha #sad""","text:""Damnn i really thought these boots would be worth it haha ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854f1""}",Tweet_id:1234671761771249666,"created_at:""Tue Mar 03 02:47:41 +0000 2020""","rawtext:""#amazing #instamood Women's Elegant Warm Cardigan https://t.co/O3YUr4En6y https://t.co/qyqRuJMDna""","text:""amazing instamood Women's Elegant Warm Cardigan""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854eb""}",Tweet_id:1234669670453526528,"created_at:""Tue Mar 03 02:39:23 +0000 2020""","rawtext:""@TrumpWarRoom @9975Ts @realDonaldTrump Stop shadow banning me @twitter when it comes to Trump blue check marks &amp; let me asked best President why his beloved Fox news showed mini Mike instead of him tonight. #SAD #KAG2020""","text:""Stop shadow banning me when it comes to Trump blue check marks &amp; let me asked best President why his beloved Fox news showed mini Mike instead of him tonight. ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854f3""}",Tweet_id:1234671942319271938,"created_at:""Tue Mar 03 02:48:24 +0000 2020""","rawtext:""Check out our latest paper where we use #lidar to assess the ecosystem vulnerability of #intertidal #rockyshores #amazing #doit @CariocaMayer @DrKDafforn @Griffin_KJ @DrWillGlamore""","text:""Check out our latest paper where we use lidar to assess the ecosystem vulnerability of ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854f2""}",Tweet_id:1234671788296032259,"created_at:""Tue Mar 03 02:47:48 +0000 2020""","rawtext:""We're proud to introduce our debut single 'Miracle",' now available worldwide on Spotify, Apple Music," and all other digital retailers. We hope you enjoy!\nhttps://t.co/4PLW6SEtsK #NewMusic #NewMusicFriday #IndieMusic #IndiePop #Sad #indieartist #singersongwriter #spotify #musician""","text:""we are proud to introduce our debut single 'Miracle",' now available worldwide on Spotify, Apple Music," and all other digital retailers. We hope you enjoy! ""}",,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854f4""}",Tweet_id:1234671958878371841,"created_at:""Tue Mar 03 02:48:28 +0000 2020""","rawtext:""You are AMAZING! We make cards! #cards #amazing #artist #handmadecards #wholesalecards https://t.co/6jpy8CYL5i""","text:""You are AMAZING! We make cards! ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854f7""}",Tweet_id:1234672381718720517,"created_at:""Tue Mar 03 02:50:09 +0000 2020""","rawtext:""@BachelorABC @chrisbharrison all this #HateSpeech #hate is so very #sad.""","text:""all this HateSpeech hate is so very ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854fa""}",Tweet_id:1234672640033345536,"created_at:""Tue Mar 03 02:51:11 +0000 2020""","rawtext:""Check out our latest paper where we assess the ecosystem vulnerability of #intertidal rocky shores towards  #sealevelrise using #lidar #IUCN #amazing #doit @DrKDafforn @CariocaMayer @Griffin_KJ @DrWillGlamore""","text:""Check out our latest paper where we assess the ecosystem vulnerability of intertidal rocky shores towards sealevelrise using ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854fb""}",Tweet_id:1234672689870073856,"created_at:""Tue Mar 03 02:51:23 +0000 2020""","rawtext:""#sad and #embarrassing hope they all lose their seats and have to grovel to @FoxNews for jobs after November""","text:""sad and embarrassing hope they all lose their seats and have to grovel to for jobs after November""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854f8""}",Tweet_id:1234672426027368448,"created_at:""Tue Mar 03 02:50:20 +0000 2020""","rawtext:""End of an era and I am sad. What__ @hardball without @HardballChris ? We need his voice now more than ever with Trump in office #sad""","text:""End of an era and I am sad. what is without ? We need his voice now more than ever with Trump in office ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854f9""}",Tweet_id:1234672571439702017,"created_at:""Tue Mar 03 02:50:54 +0000 2020""","rawtext:""@USDISABLEDVET68 @Buckaroo_0_2 @margie_strike @missagay @Missin_Florida @Steven_WResists @Dabnet2Dabnet @CTyroneD @ArresthimSoon @SuzyForAmerica @OReasonStands @TemeculaRises @ResisterChic @Kaiya1212 @WomanRises @ann_neona @BCOOL333 @crzyfkinworld @bamableu @RitaMacMom @TheTamarDick @Nicoxw1 @one4REALchange @girlpower2222 @RhymesRadical @SadieTNResist @DebbieGypsySoul @HappyHound1 @lanerodrigs1979 @GravitySerious @bloodylefty5 @franfern1631 @magpiebutts @2the_hill @JTraversDevine @LuciaRendn4 @theMikaylaluke @TopDogBea_ @Chica_LeoLatina @1SKERKRO @CamiLee13 @Joie_de_Vivre__ @SDDNP @BobA1959 @JosiDemocrat @IslandGirlPRV @savage_purpose It sucks that to trump and his cronies", the priority of the lives of the citizens of a city or state," depend on their stated love for trump. #SAD""","text:""It sucks that to trump and his cronies", the priority of the lives of the citizens of a city or state," depend on their stated love for trump. ""}",,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc854fd""}",Tweet_id:1234673202439188482,"created_at:""Tue Mar 03 02:53:25 +0000 2020""","rawtext:""#sad but true story""","text:""sad but true story""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85500""}",Tweet_id:1234673636629348352,"created_at:""Tue Mar 03 02:55:08 +0000 2020""","rawtext:""Retweet if you want to fuck me in a tight ass  #Toulouse  \n #amazing https://t.co/WtvC8ipLJQ""","text:""Retweet if you want to fuck me in a tight ass ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85502""}",Tweet_id:1234673745995808769,"created_at:""Tue Mar 03 02:55:34 +0000 2020""","rawtext:""Follow your dreams __\n\n#roadtrip #chile #photographylovers #amazing #photo #instagram #beautiful https://t.co/3SbbpzLBBY""","text:""Follow your dreams ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85503""}",Tweet_id:1234673777201401861,"created_at:""Tue Mar 03 02:55:42 +0000 2020""","rawtext:""Saturday Night Live called black conservatives who prayed for President Trump in the White House \""house negros\"" and the New York City audience roared with laughter. https://t.co/iQHrc2e7KV #Sad #BlackLivesMatter #BlackHistory""","text:""Saturday Night Live called black conservatives who prayed for President Trump in the White House \""house negros\"" and the New York City audience roared with laughter. ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85504""}",Tweet_id:1234673844553580546,"created_at:""Tue Mar 03 02:55:58 +0000 2020""","rawtext:""Please ____ make  a law against this for the better future of all our women girls. \n#NirbhayaKoDhokha #Sad""","text:""Please make a law against this for the better future of all our women girls. ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85505""}",Tweet_id:1234674089941291011,"created_at:""Tue Mar 03 02:56:56 +0000 2020""","rawtext:""Wow #Scarlet #Macaw Release by the ocean #Amazing and #Beautiful via @KumarLodhi1 @CONTEMPRA_INN__""","text:""Wow Scarlet Macaw Release by the ocean Amazing and Beautiful via""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85506""}",Tweet_id:1234674137919918080,"created_at:""Tue Mar 03 02:57:08 +0000 2020""","rawtext:""Why am I posting Nobody are reading these #Sad #Tweeting https://t.co/hRU1doS0XI""","text:""Why am I posting Nobody are reading these ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85507""}",Tweet_id:1234674198133403649,"created_at:""Tue Mar 03 02:57:22 +0000 2020""","rawtext:""@Star2fireDenise @RevKevDeYoung The #SAD standard American diet full of #ProcessedFoods #Sugar #SeedOils #Grains helps to cause infertility. One of many articles on the topic but #LowCarb #LCHF #KETO #MeatHeals #Fasting is part of the solution https://t.co/rqWxH8BnS1""","text:""The SAD standard American diet full of ProcessedFoods Sugar SeedOils Grains helps to because infertility. One of many articles on the topic but LowCarb LCHF KETO MeatHeals Fasting is part of the solution""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85509""}",Tweet_id:1234674425397575684,"created_at:""Tue Mar 03 02:58:16 +0000 2020""","rawtext:""@chuckdis25 @Star2fireDenise @RevKevDeYoung The Lord never wanted Americans to eat the #Carbage that makes up the #ProcessedFood #SAD standard American diet""","text:""The Lord never wanted Americans to eat the Carbage that makes up the ProcessedFood SAD standard American diet""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85508""}",Tweet_id:1234674208656916486,"created_at:""Tue Mar 03 02:57:25 +0000 2020""","rawtext:""#Amazing Our troops sing __estless Love_ together! \nPray ____ for our brave men and women who serve our country"," they are the true heroes\n#MilitaryMonday USA ____ \n\n https://t.co/m10hD4LUxT""","text:""Amazing Our troops sing __estless Love_ together! Pray for our brave men and women who serve our country"," they are the true heroes MilitaryMonday USA""}",,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc8550b""}",Tweet_id:1234674581090078720,"created_at:""Tue Mar 03 02:58:53 +0000 2020""","rawtext:""@charliekirk11 Trump is an idiot", bigot and a fool - who 'woke up on 3rd base &amp; thinks he's hit a triple' as they say.\n\nThat is why the great majority of Americans dislike/hate him. The world hates him too. You, young man," are an enabling sycophant trying to capitalize on his position.\n\n#sad https://t.co/Jzo68MU9Ug""","text:""Trump is an idiot", bigot and a fool - who 'woke up on 3rd base &amp; thinks he is hit a triple' as they say. That is why the great majority of Americans dislike/hate him. The world hates him too. You, young man," are an enabling sycophant trying to capitalize on his position. ""}",,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc8550c""}",Tweet_id:1234674618792730626,"created_at:""Tue Mar 03 02:59:02 +0000 2020""","rawtext:""when there's garlic bread"," but you're already full ;c #garlicbread #emotional #sad https://t.co/Oyy3ty2dse""","text:""when there is garlic bread"," but you are already full ;c ""}",,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc8550d""}",Tweet_id:1234674863127715841,"created_at:""Tue Mar 03 03:00:01 +0000 2020""","rawtext:""Sovetskaya Rossiya is definitely one of my new favorite ships"," and her outfit is bloody hot!\n\nCredit: Eternity \n\nSource: https://t.co/pQZAj5BrxD\n\n#AzurLane #fanart #Soviet #Russia #Rossiya #Sovetskaya #beautiful #amazing #adorable #cute #kawaii #art #artwork #artist #prison #cuff https://t.co/Uhq76Bc2H3""","text:""Sovetskaya Rossiya is definitely one of my new favorite ships"," and her outfit is bloody hot! Credit: Eternity Source: ""}",,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc8550e""}",Tweet_id:1234674868341264384,"created_at:""Tue Mar 03 03:00:02 +0000 2020""","rawtext:""https://t.co/q1i642UVYA Asking yourself why your #depression still hasn't gone away even with all your treatments? You may have treatment resistant depression. #orlando #florida #depressed #sad #overwhelm #hopeless""","text:""Asking yourself why your depression still has not gone away even with all your treatments? You may have treatment resistant depression. ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc8550a""}",Tweet_id:1234674574492495873,"created_at:""Tue Mar 03 02:58:52 +0000 2020""","rawtext:""The yelps of a malignant narcissist whose internal polling tells him his ONLY path to re-election &amp; staying out of Prison is if Bernie wins Dem Nomination. \n\n#PatheticallyObvious\n#Sad""","text:""The yelps of a malignant narcissist whose internal polling tells him his ONLY path to re-election &amp; staying out of Prison is if Bernie wins Dem Nomination. ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85511""}",Tweet_id:1234675080979857411,"created_at:""Tue Mar 03 03:00:53 +0000 2020""","rawtext:""Today has been an #amazing day.""","text:""Today has been an amazing day.""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85513""}",Tweet_id:1234675126278340609,"created_at:""Tue Mar 03 03:01:03 +0000 2020""","rawtext:""Learn more at: \nhttps://t.co/DRnPkzXL0Z\n\n#baccaratonline #gamblinggames #baccarat #lasvegas #gambling #gamblinglife #gamblingtips #casinonight #casinogames #follow #repost #pokergames #pokerpro #amazing #amazing #lifestyle #mondayfunday #mondaynight #mondaymadness #mondayoff https://t.co/qZbVydFIRX""","text:""Learn more at: ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85514""}",Tweet_id:1234675218976657409,"created_at:""Tue Mar 03 03:01:26 +0000 2020""","rawtext:""This is a wonderful planet and I live here!\nSo do you .\nEnjoy it"," and keep writing about it__ beauty... I need your magical stories.\n.#WritingCommnunity #BookWorm #planet #Earth #WishYouWentHere #sad #bringbrookehome https://t.co/puybskEVLG""","text:""This is a wonderful planet and I live here! So do you . Enjoy it"," and keep writing about it is beauty.. I need your magical stories. .WritingCommnunity ""}",,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85516""}",Tweet_id:1234675696800153601,"created_at:""Tue Mar 03 03:03:19 +0000 2020""","rawtext:""#TheBachlor #BachelorNation @ABCNetwork @ABC @BachelorABC #WKEF local in @dayton247now @cityofdayton @Ohio #ShameOnYou There shld #NEVERbeHaters #NeverHate i was shocked&amp; Appalled by what was sent to those girls&amp;ALL ppl who experience hate #Sad #HoldURHeadUp #DontHideBehindKeys""","text:""TheBachlor BachelorNation WKEF local in ShameOnYou There shld NEVERbeHaters NeverHate i was shocked&amp; Appalled by what was sent to those girls&amp;ALL ppl who experience hate ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85517""}",Tweet_id:1234676224988835841,"created_at:""Tue Mar 03 03:05:25 +0000 2020""","rawtext:""Forest of dead (burnt) trees in the snow (Belgium) [1455x2048] -  #amazing  https://t.co/8i9N681I2Y""","text:""Forest of dead (burnt) trees in the snow (Belgium) [1455x2048] - ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc8551b""}",Tweet_id:1234677022787436547,"created_at:""Tue Mar 03 03:08:36 +0000 2020""","rawtext:""@johnlegend You have just won again. Thunderstorm is Blessed with a beautiful voice! #amazing""","text:""You have just won again. Thunderstorm is Blessed with a beautiful voice! ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc8551a""}",Tweet_id:1234676769732485120,"created_at:""Tue Mar 03 03:07:35 +0000 2020""","rawtext:""Extinction is #sad.""","text:""Extinction is ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85521""}",Tweet_id:1234677618634412035,"created_at:""Tue Mar 03 03:10:58 +0000 2020""","rawtext:""@joebiden being a #WallSt man backed by corporate money seems to be running on @BernieSanders platform right now! #Amazing\n\nThis primary is turning into a #RealJoke  #lastword #maddow #msnbc""","text:""being a WallSt man backed by corporate money seems to be running on platform right now! Amazing This primary is turning into a ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85522""}",Tweet_id:1234677642772664323,"created_at:""Tue Mar 03 03:11:03 +0000 2020""","rawtext:""@BonkPolitics @mikebreslin815 @SteveGuest Nobody here said \""everything in Nordic countries is peachy\"" either", boomer. You love putting words in people's mouths," huh? #sad\n\nAre you saying that the US isn't smart or capable enough to enact the same policies the Nordic countries have? You have quite a low opinion of us.""","text:""Nobody here said \""everything in Nordic countries is peachy\"" either", boomer. You love putting words in people's mouths," huh? sad Are you saying that the US is not smart or capable enough to enact the same policies the Nordic countries have? You have quite a low opinion of us.""}",,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85524""}",Tweet_id:1234677766995374081,"created_at:""Tue Mar 03 03:11:33 +0000 2020""","rawtext:""@kevinmornings @Justin_Willman KROQ used to make fun of MUGs' interviewing fumbles", now they have him on air this am (Jensen sick?). I used to love this show," but having shunned the talented funny @RalphGarman while embracing the butt of jokes Mugs is a bridge too far. #fail #Sad""","text:""KROQ used to make fun of MUGs' interviewing fumbles", now they have him on air this am (Jensen sick?). I used to love this show," but having shunned the talented funny while embracing the butt of jokes Mugs is a bridge too far. ""}",,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85526""}",Tweet_id:1234677856698912770,"created_at:""Tue Mar 03 03:11:54 +0000 2020""","rawtext:""@mikebreslin815 @BonkPolitics Who mentioned either of them? Notice how you go straight to extreme examples? That's the sign of someone who doesn't know what he's talking about. #sad""","text:""Who mentioned either of them? Notice how you go straight to extreme examples? that is the sign of someone who does not know what he is talking about. ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf4edb0d40b1f9dc85529""}",Tweet_id:1234677995257753603,"created_at:""Tue Mar 03 03:12:27 +0000 2020""","rawtext:""Scattered Starlight - Silver https://t.co/jsinL8eyrn Amazing bracelet! Selling out like hot cakes only $5 #bracelet #HotDeals #Amazon #amazing #CastCompliment #BargainHunt #on #onlineshopping #shopping #bargainhunting #gifts #birthdaygirl #awesome""","text:""Scattered Starlight - Silver Amazing bracelet! Selling out like hot cakes only $5 ""}",,,,,,,,
