"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc852eb""}",Tweet_id:1234688285991030784,"created_at:""Tue Mar 03 03:53:21 +0000 2020""","rawtext:""I fight for my mental and physical health every day in ways most people don't understand. I'm not lazy. #depression https://t.co/P6X0nhem7J""","text:""I fight for my mental and physical health every day in ways most people do not understand. I am not lazy. ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc852f2""}",Tweet_id:1234689961208827904,"created_at:""Tue Mar 03 04:00:00 +0000 2020""","rawtext:""#TysonFury is an inspirational figure for overcoming his battle against #depression and #mentalillness.If he can do it"," you can do it too.\n#MondayMotivation #MotivationMonday #gypsyking #MentalHealthAwareness\n\nhttps://t.co/b7s8sS46Qe""","text:""TysonFury is an inspirational figure for overcoming his battle against depression and mentalillness.If he can do it"," you can do it too. ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc852f3""}",Tweet_id:1234690137067487232,"created_at:""Tue Mar 03 04:00:42 +0000 2020""","rawtext:""Blog 54: Depressed? You may have more choices than you realise: https://t.co/MbmOFWALCK\n#depression"," #choices https://t.co/gK8yNiaq59""","text:""Blog 54: Depressed? You may have more choices than you realise: ""}",,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc852ef""}",Tweet_id:1234689207773384704,"created_at:""Tue Mar 03 03:57:01 +0000 2020""","rawtext:""@TJCommission  is now recruiting a Standards Review Panel (SRP) for the Assisted Living Community Program. Panelist submissions must be received no later than March 11. https://t.co/iysRmzu9tr\n#nurses #pharmacy #MD https://t.co/eIIg13KAwh""","text:""is now recruiting a Standards Review Panel (SRP) for the Assisted Living Community Program. Panelist submissions must be received no later than March 11. ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc852f5""}",Tweet_id:1234690634423963648,"created_at:""Tue Mar 03 04:02:41 +0000 2020""","rawtext:""This. All of this.  Building Better Mental Health https://t.co/Nbkog7cI8C  #mentalhealth #stigmafree #mentalhealthawareness #bipolardisorder #depression #anxiety""","text:""This. All of this. Building Better Mental Health ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc852f4""}",Tweet_id:1234690518505992192,"created_at:""Tue Mar 03 04:02:13 +0000 2020""","rawtext:""#Coronavirustexas FREE public domain information on #family #disaster #preparedness at https://t.co/gk5gsxR1fv navigate through translate share repost anywhere credit #mentalhealth #SuicideAwareness #crisis #depression #anxiety #PTSD more https://t.co/abP24Pfqbd""","text:""Coronavirustexas FREE public domain information on family disaster preparedness at navigate through translate share repost anywhere credit mentalhealth SuicideAwareness crisis depression anxiety PTSD more""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc852f7""}",Tweet_id:1234690828129492992,"created_at:""Tue Mar 03 04:03:27 +0000 2020""","rawtext:""i need a text that will make my day\n#sadquotes #depression""","text:""i need a text that will make my day ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc852f6""}",Tweet_id:1234690792003903488,"created_at:""Tue Mar 03 04:03:18 +0000 2020""","rawtext:""Part 2 of reflected in glass"," I added more to it.\n\n#alcohol #sad #bpd #writingcommunity #writinglife #poems #poets #sleepysadpoet #poetrycommunity #poetsofinstagram #daddyissues #depression https://t.co/fZuqVlB65x""","text:""Part 2 of reflected in glass"," I added more to it. ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc852f9""}",Tweet_id:1234690991753453568,"created_at:""Tue Mar 03 04:04:06 +0000 2020""","rawtext:""@jesteveztv @wsbtv @JovitaMoore FREE public domain information on #family #disaster #preparedness at https://t.co/gk5gsxR1fv navigate through share translate repost anywhere credit #mentalhealth #SuicideAwareness #crisis #depression #anxiety #PTSD more https://t.co/q0EE2mVCl7""","text:""FREE public domain information on family disaster preparedness at navigate through share translate repost anywhere credit mentalhealth SuicideAwareness crisis depression anxiety PTSD more""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc852fa""}",Tweet_id:1234691222255656960,"created_at:""Tue Mar 03 04:05:01 +0000 2020""","rawtext:""How to Start Online Therapy. Learn more about Online Mindfulness Therapy for Help with #Anxiety and #Depression. See: https://t.co/KYvea8jKUB #onlinetherapy #anxietyhelp #anxietysupport #depressiontreatment""","text:""How to Start Online Therapy. Learn more about Online Mindfulness Therapy for Help with Anxiety and Depression. See: ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc852fb""}",Tweet_id:1234691228647772160,"created_at:""Tue Mar 03 04:05:03 +0000 2020""","rawtext:""JOB; High Point NC USA - Qualified Professional / QP / IIH - Medical Dental Vision Disability Voluntary B: Medical Dental Vision Disability Voluntary Benefits Employee Assistance Program Telemed and Pharmacy Insurance Health Ad JOBS WORK #PHARMACY https://t.co/RrhVFPpSCI""","text:""JOB; High Point NC USA - Qualified Professional / QP / IIH - Medical Dental Vision Disability Voluntary B: Medical Dental Vision Disability Voluntary Benefits Employee Assistance Program Telemed and Pharmacy Insurance Health Ad JOBS WORK ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc852f8""}",Tweet_id:1234690835133931526,"created_at:""Tue Mar 03 04:03:29 +0000 2020""","rawtext:""@FultonCoSchools We have FREE public domain information on #family #disaster #preparedness at https://t.co/gk5gsxR1fv navigate through translate share repost anywhere credit #mentalhealth #SuicideAwareness #crisis #depression #anxiety #PTSD more https://t.co/iU3dufP9hx""","text:""We have FREE public domain information on family disaster preparedness at navigate through translate share repost anywhere credit mentalhealth SuicideAwareness crisis depression anxiety PTSD more""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc852fe""}",Tweet_id:1234691431224098816,"created_at:""Tue Mar 03 04:05:51 +0000 2020""","rawtext:""Ways #DigitalHealth Helps Deal With #Anxiety\n\n@msharmas @HCITExpert @Berci\n\n#HIMSS20 #HITsmIND #healthcare #depression #chatbots #PatientCare #PatientEngagement #PatientExperience #Wearables #Mentalhealth #VirtualReality #telehealth #mHealth #innovation\n\nhttps://t.co/xepTiEFpkU""","text:""Ways DigitalHealth Helps Deal With ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc852fc""}",Tweet_id:1234691246435786753,"created_at:""Tue Mar 03 04:05:07 +0000 2020""","rawtext:""@ChelsieHadden @GovInslee We have FREE public domain information on #family #disaster #preparedness at https://t.co/gk5gsxR1fv navigate through share translate repost anywhere credit #mentalhealth #SuicideAwareness #crisis #depression #anxiety #PTSD more https://t.co/MiBdTr8Cf1""","text:""We have FREE public domain information on family disaster preparedness at navigate through share translate repost anywhere credit mentalhealth SuicideAwareness crisis depression anxiety PTSD more""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc852fd""}",Tweet_id:1234691428711903232,"created_at:""Tue Mar 03 04:05:50 +0000 2020""","rawtext:""The trauma associated w/ #miscarriage  &amp; #ectopicpregancy is an underrecognized cause of #PTSD"," #anxiety disorder &amp; #depression.\n\nI experienced an early miscarriage 8 yrs ago &amp; developed panic attacks soon after. It was all a very isolating experience. https://t.co/r30B68S1th""","text:""The trauma associated w/ miscarriage &amp; ectopicpregancy is an underrecognized because of PTSD"," anxiety disorder &amp; depression. I experienced an early miscarriage 8 yrs ago &amp; developed panic attacks soon after. It was all a very isolating experience.""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc85300""}",Tweet_id:1234691645540618240,"created_at:""Tue Mar 03 04:06:42 +0000 2020""","rawtext:""Depression is NOT a choice. RT to raise awareness about stigma faced by people #livingwithdepression. Remember that being open about your #depression and talking to your doctor are choices you can actually make. https://t.co/jul0AkAtu8""","text:""Depression is NOT a choice. RT to raise awareness about stigma faced by people livingwithdepression. Remember that being open about your depression and talking to your doctor are choices you can actually make.""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc85301""}",Tweet_id:1234691778663477248,"created_at:""Tue Mar 03 04:07:14 +0000 2020""","rawtext:""#mdpibrainsci #review Positive and Negative #Emotion Regulation in #Adolescence: Links to #Anxiety and #Depression \n#fMRI #psychophysiology #psychological\nread at https://t.co/T5QQaXNuzH @MDPIOpenAccess https://t.co/F9Ya5G9rDb""","text:""mdpibrainsci review Positive and Negative Emotion Regulation in Adolescence: Links to Anxiety and Depression fMRI psychophysiology psychological read at""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc852ff""}",Tweet_id:1234691558211031041,"created_at:""Tue Mar 03 04:06:21 +0000 2020""","rawtext:""My first mentor told me never do for your students what they can do for themselves. I wasn't always true to this #rushing but I always had it in the back I my mind. #journeytoindependence""","text:""My first mentor told me never do for your students what they can do for themselves. I was not always true to this rushing but I always had it in the back I my mind. ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc85303""}",Tweet_id:1234691986399121415,"created_at:""Tue Mar 03 04:08:03 +0000 2020""","rawtext:""\""Depression is your avatar telling you it's tired of being the character you are trying to play\"" - Jim Carrey\n#depression #DepressionIsReal #beyourself #beyou #infj""","text:""\""Depression is your avatar telling you it is tired of being the character you are trying to play\"" - Jim Carrey ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc85304""}",Tweet_id:1234692147699503104,"created_at:""Tue Mar 03 04:08:42 +0000 2020""","rawtext:""Share a symptom of your depression with the community.  #SickNotWeak #Depression #MentalHealth #MentalIllness https://t.co/VGxHoQ20s0""","text:""Share a symptom of your depression with the community. ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc85306""}",Tweet_id:1234692477782839296,"created_at:""Tue Mar 03 04:10:00 +0000 2020""","rawtext:""See a therapist online via Skype for the treatment of #anxiety #depression #anxietytherapy #depressiontreatment #OCD #PTSD #addiction #phobia #agoraphobia through Mindfulness Therapy. Go to:_https://t.co/fY56Keiq5S_ #onl_""","text:""See a therapist online via Skype for the treatment of anxiety depression anxietytherapy depressiontreatment OCD PTSD addiction phobia agoraphobia through Mindfulness Therapy. Go to: ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc85305""}",Tweet_id:1234692421629489158,"created_at:""Tue Mar 03 04:09:47 +0000 2020""","rawtext:""Sharing the Power of Positive Playlist \nhttps://t.co/oex7fpRfKN\n#musictherapy #music #depression\n#goalsetting # entrepreneurs""","text:""Sharing the Power of Positive Playlist musictherapy music depression goalsetting  entrepreneurs""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc8530a""}",Tweet_id:1234693684077178881,"created_at:""Tue Mar 03 04:14:48 +0000 2020""","rawtext:""I  want to die. I'm going to hurt someone . #depression @Imheret45140132""","text:""I want to die. I am going to hurt someone . ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc8530b""}",Tweet_id:1234694428939497473,"created_at:""Tue Mar 03 04:17:46 +0000 2020""","rawtext:""@Iamdepr47974144 Have you talked to anyone about how you feel? #mentalhealth #depression""","text:""Have you talked to anyone about how you feel? ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc8530d""}",Tweet_id:1234694995694825472,"created_at:""Tue Mar 03 04:20:01 +0000 2020""","rawtext:""Skype Therapy using mindfulness for overcoming #Anxiety and #Depression and #Addiction without drugs. Go to:_https://t.co/JSi5A3iLYf""","text:""Skype Therapy using mindfulness for overcoming Anxiety and Depression and Addiction without drugs. Go to:""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc8530e""}",Tweet_id:1234695264495005696,"created_at:""Tue Mar 03 04:21:05 +0000 2020""","rawtext:""#BreakingSHYNews with Hugh Jarse\n\nToday`s interest rate cuts by the #RBA mean banks get their money cheaper &amp; do nothing to stimulate the economy\n\n\""We`re thrilled to make a motza from the Australian Central Bank\"" #BankAss #spokesdroog Klep Toecrat told #SHY https://t.co/Rb85VCo6I0""","text:""BreakingSHYNews with Hugh Jarse Today`s interest rate cuts by the RBA mean banks get their money cheaper &amp; do nothing to stimulate the economy \""We`re thrilled to make a motza from the Australian Central Bank\"" BankAss spokesdroog Klep Toecrat told ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc8530f""}",Tweet_id:1234695337480245249,"created_at:""Tue Mar 03 04:21:22 +0000 2020""","rawtext:""Sometimes it's hard just for through the day. It's heavy"," confuse and we don't even know why... But what's our option? Give up? Never! \n\n#keepfighting #depression #anxiety #thoughtimes https://t.co/ZGDyRFaVTw""","text:""Sometimes it is hard just for through the day. it is heavy"," confuse and we do not even know why.. But what is our option? Give up? Never! ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc85311""}",Tweet_id:1234696021835255808,"created_at:""Tue Mar 03 04:24:05 +0000 2020""","rawtext:""Looking forward to the interaction on 5th March from 3-4pm in Mental health Hour @sheroes @fortis_hospital to answer your queries on Anxiety &amp; Depression.\n\n#Mentalhealth\n#anxiety #depression \n#TuesdayMotivation https://t.co/Tn1Vx1bBiD""","text:""Looking forward to the interaction on 5th March from 3-4pm in Mental health Hour to answer your queries on Anxiety &amp; Depression. ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc85310""}",Tweet_id:1234695951597604864,"created_at:""Tue Mar 03 04:23:49 +0000 2020""","rawtext:""#depression #savealife  *DEPRESSION** IS REAL.__ SUICIDAL THOUGHTS ARE REAL__. People smile to mask their pain. Some drink to to swallow their pain. Help save a life. Stop judging people because they are depressed. Listen if you can. Hug them. Tell them it's gonna be ok. Rt_ https://t.co/Pst9fTmKCY""","text:""depression savealife *DEPRESSION** IS REAL. SUICIDAL THOUGHTS ARE REAL. People smile to mask their pain. Some drink to to swallow their pain. Help save a life. Stop judging people because they are depressed. Listen if you can. Hug them. Tell them it is going to be ok. Rt""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc85313""}",Tweet_id:1234696255017713665,"created_at:""Tue Mar 03 04:25:01 +0000 2020""","rawtext:""Online #Mindfulness Therapy over Skype for the treatment of #OCD and obsessive intrusive thoughts and traumatic memories. See:_https://t.co/e4DyZMT248_#OCDrecovery #OCDawareness #anxiety #depression #therapy""","text:""Online Mindfulness Therapy over Skype for the treatment of OCD and obsessive intrusive thoughts and traumatic memories. See: ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc85314""}",Tweet_id:1234696309455626246,"created_at:""Tue Mar 03 04:25:14 +0000 2020""","rawtext:""#vtot  #vcsindonesia  #chennai  bokepindo  #gayfitness  #instashot  #shy  domination  #taiwan  #girlsfucking  shy  https://t.co/cvME3dg5tc?""","text:""vtot vcsindonesia chennai bokepindo gayfitness instashot shy domination taiwan girlsfucking shy""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc85315""}",Tweet_id:1234696311926087682,"created_at:""Tue Mar 03 04:25:14 +0000 2020""","rawtext:""10 Ways to Fight #Depression Besides Medication https://t.co/c5Xe4hpOuZ""","text:""10 Ways to Fight Depression Besides Medication""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc85316""}",Tweet_id:1234696585877114881,"created_at:""Tue Mar 03 04:26:20 +0000 2020""","rawtext:""Sharing our stories helps #EndTheStigma! https://t.co/XMyYSdyPzk Interviews of #men who've dealt with #depression and/or other mental illnesses. Compelling"," real stories of hope &amp; inspiration. Don't miss an episode! Subscribe/Follow NOW. Please Retweet. #SickNotWeak #StopSuicide https://t.co/ipTPqXT7iJ""","text:""Sharing our stories helps EndTheStigma! Interviews of men who have dealt with depression and/or other mental illnesses. Compelling"," real stories of hope &amp; inspiration. do not miss an episode! Subscribe/Follow NOW. Please Retweet. ""}",,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc85317""}",Tweet_id:1234696676406784000,"created_at:""Tue Mar 03 04:26:41 +0000 2020""","rawtext:""#Pharmacy store chain @Walgreens has started informing some users of its #mobile application that their personal and #health-related information may have been seen by other customers. #databreach #cyberattack @dynamicciso https://t.co/fe2ExGszlY""","text:""Pharmacy store chain has started informing some users of its mobile application that their personal and health-related information may have been seen by other customers. ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc85318""}",Tweet_id:1234696940341858304,"created_at:""Tue Mar 03 04:27:44 +0000 2020""","rawtext:""I love when no one talks to me #airpods #socialanxiety https://t.co/LqD4xG8y5r""","text:""I love when no one talks to me ""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc8531b""}",Tweet_id:1234697538852335618,"created_at:""Tue Mar 03 04:30:07 +0000 2020""","rawtext:""The Mando Method Podcast: Episode 182 - Depression https://t.co/rHtGiKPyQI  @ProjectEntNet\n\n@TheMandoMethod co-hosts @ArmandAuthor &amp; @cebuda get about as serious as they__l ever get with a frank discussion about #depression and mental health https://t.co/9f856lkSdx""","text:""The Mando Method Podcast: Episode 182 - Depression co-hosts &amp; get about as serious as they will ever get with a frank discussion about depression and mental health""}",,,,,,,,,,
"{""_id"":{""$oid"":""5e6bf46ab0d40b1f9dc8531a""}",Tweet_id:1234697526294589442,"created_at:""Tue Mar 03 04:30:04 +0000 2020""","rawtext:""I found this article very interesting and #relatable: Brain scan study links #socialanxiety to an empathy 'imbalance' https://t.co/mKXeD9JmmX by Ali Pattillo via @inversedotcom https://t.co/25Eo2BAdLg""","text:""I found this article very interesting and relatable: Brain scan study links socialanxiety to an empathy 'imbalance' by Ali Pattillo via""}",,,,,,,,,,
